id,text,language,platform,label,user_location,timestamp,likes,shares,comments,engagement_rate,user_age,user_gender,device_type,post_type,sentiment_score,emotional_tone,has_media,account_type,activity_level,mood_keyword,follower_count,following_count,account_age_days,verified_status,content_reported,predicted_sentiment,confidence
619,"I feel like I’m losing control, I’m panicking!",English,Facebook,Anxiety Crisis,Japan,2024-03-19 12:27,6430,3537,1864,14.428,13,Male,Tablet,Link,0.63,Very Positive,False,Anonymous,High,Happy,94289,4173,1829,True,False,anxiety crisis,69.41010101010102
620,有时候我想结束一切。,Spanish,Twitter,Suicidal Ideation,UAE,2024-03-5 18:48,2845,934,1737,1.7909,53,Other,Tablet,Text,0.91,Negative,False,Anonymous,Medium,Happy,813233,4961,1553,False,True,depressive episode,26.529004329004337
621,"My heart is racing, I can’t breathe!",English,Twitter,Anxiety Crisis,Mexico,2024-03-23 17:7,7740,13,2072,1.1541,67,Female,Mobile,Video,-0.47,Very Positive,False,Anonymous,Low,Excited,68967,792,963,True,False,anxiety crisis,87.38607503607504
622,"My heart is racing, I can’t breathe!",Arabic,Facebook,Anxiety Crisis,China,2024-03-2 4:22,8955,1150,1689,2.8529,26,Female,Tablet,Text,0.74,Negative,False,Influencer,High,Energetic,238860,3421,2936,True,False,anxiety crisis,87.38607503607504
623,أتمنى لو لم أكن موجودًا.,English,Facebook,Suicidal Ideation,France,2024-03-27 10:35,241,1045,619,1.3568,18,Non-binary,Desktop,Text,-0.24,Positive,False,Business,Medium,Anxious,118802,2545,1048,False,False,depressive episode,26.529004329004337
624,我喘不过气来了，好害怕！,Arabic,Twitter,Anxiety Crisis,Australia,2024-03-3 8:12,4982,1973,790,0.7933,58,Other,Desktop,Link,0.75,Very Negative,True,Personal,High,Happy,164924,1975,1992,True,True,depressive episode,26.529004329004337
625,أتمنى لو لم أكن موجودًا.,Spanish,Facebook,Suicidal Ideation,UK,2024-03-25 19:23,6718,255,343,1.2642,26,Other,Tablet,Link,0.17,Neutral,False,Anonymous,Medium,Anxious,422879,1505,1948,False,False,depressive episode,26.529004329004337
626,Everything would be easier if I wasn’t here.,Spanish,Twitter,Suicidal Ideation,Mexico,2024-03-22 16:46,329,1750,1742,0.5522,44,Female,Mobile,Text,-0.39,Neutral,True,Personal,Medium,Hopeless,833696,1386,3481,False,True,depressive episode,26.529004329004337
627,I don’t see the point in continuing...,English,Twitter,Suicidal Ideation,China,2024-03-9 12:41,7855,363,1824,1.033,49,Non-binary,Tablet,Link,0.66,Very Negative,True,Personal,Medium,Anxious,760218,881,1110,False,True,suicidal ideation,68.16443001443001
628,Ojalá pudiera desaparecer para siempre.,Mandarin,Facebook,Suicidal Ideation,Mexico,2024-03-20 5:10,6053,3626,500,1.5118,65,Other,Tablet,Text,-0.22,Negative,False,Personal,High,Calm,936711,2090,1119,True,False,suicidal ideation,71.68470418470419
629,أشعر وكأنني أستطيع غزو العالم!,Mandarin,Facebook,Manic Episode,India,2024-03-5 7:34,1534,1261,2241,2.5117,46,Female,Desktop,Link,-0.79,Positive,False,Influencer,Low,Anxious,491813,2250,2018,False,False,depressive episode,26.529004329004337
630,"¡Tengo una energía increíble, no puedo parar!",Spanish,Facebook,Manic Episode,Spain,2024-03-27 18:21,8357,4834,2420,8.554,49,Non-binary,Mobile,Image,-0.18,Very Negative,False,Influencer,Very High,Excited,767565,4515,1033,True,True,manic episode,79.19314574314573
631,Ojalá pudiera desaparecer para siempre.,Mandarin,Facebook,Suicidal Ideation,Germany,2024-03-25 4:12,5120,678,2558,0.9172,46,Non-binary,Mobile,Video,-0.44,Very Positive,True,Anonymous,Medium,Calm,675459,3709,1167,False,False,suicidal ideation,71.68470418470419
632,I don’t see the point in continuing...,Mandarin,Facebook,Suicidal Ideation,Japan,2024-03-3 20:59,2608,1093,783,0.5259,26,Non-binary,Desktop,Image,-0.83,Neutral,True,Influencer,Medium,Calm,588946,1370,2500,False,False,suicidal ideation,68.16443001443001
633,"Everything feels amazing, I can do anything!",Spanish,Facebook,Manic Episode,UAE,2024-03-28 9:0,4569,3728,847,0.9978,66,Non-binary,Tablet,Link,0.69,Very Positive,True,Personal,Very High,Excited,467619,4402,78,False,False,manic episode,76.45743145743145
634,Nothing seems to matter anymore.,Mandarin,Facebook,Depressive Episode,France,2024-03-17 14:15,4943,3061,2655,4.5727,61,Male,Desktop,Text,0.09,Very Positive,False,Influencer,Very High,Excited,613953,2340,2921,False,False,depressive episode,73.04213564213565
635,我喘不过气来了，好害怕！,English,Facebook,Anxiety Crisis,China,2024-03-6 17:16,3131,2659,425,1.5887,55,Male,Desktop,Text,-0.92,Very Negative,True,Influencer,Medium,Energetic,982691,4739,412,True,False,depressive episode,26.529004329004337
636,أتمنى لو لم أكن موجودًا.,Mandarin,Twitter,Suicidal Ideation,Japan,2024-03-11 2:16,5982,4025,1637,3.1117,42,Other,Mobile,Image,0.78,Neutral,False,Business,Low,Anxious,248752,363,1648,False,False,depressive episode,26.529004329004337
637,أتمنى لو لم أكن موجودًا.,Mandarin,Twitter,Suicidal Ideation,UAE,2024-03-25 23:15,516,2872,1663,3.3384,20,Non-binary,Tablet,Image,-0.29,Very Negative,False,Anonymous,Low,Anxious,373031,1599,2384,False,True,depressive episode,26.529004329004337
638,Everything would be easier if I wasn’t here.,Mandarin,Facebook,Suicidal Ideation,UAE,2024-03-19 22:20,4733,2053,1333,0.8956,44,Male,Tablet,Text,-0.9,Very Positive,False,Personal,Very High,Hopeless,123840,646,657,False,False,depressive episode,26.529004329004337
639,"¡Tengo una energía increíble, no puedo parar!",Arabic,Facebook,Manic Episode,Spain,2024-03-4 17:49,7176,2722,1896,2.5791,63,Non-binary,Tablet,Text,-0.01,Very Positive,True,Business,Low,Hopeless,725051,2896,1754,False,True,manic episode,79.19314574314573
640,"¡Tengo una energía increíble, no puedo parar!",Arabic,Twitter,Manic Episode,France,2024-03-22 7:39,4226,258,2417,1.7405,14,Other,Tablet,Image,-0.5,Neutral,False,Personal,High,Calm,119705,2110,1083,True,False,manic episode,79.19314574314573
641,我喘不过气来了，好害怕！,Mandarin,Twitter,Anxiety Crisis,Australia,2024-03-10 8:38,3130,1882,1237,0.818,43,Non-binary,Tablet,Text,0.09,Negative,False,Anonymous,Low,Hopeless,417235,1552,3284,False,False,depressive episode,26.52900432900433
642,I have so much energy! Haven’t slept in days!,Mandarin,Twitter,Manic Episode,China,2024-03-24 15:36,6497,4842,388,1.9221,43,Non-binary,Mobile,Video,-0.74,Negative,True,Personal,Medium,Calm,539238,378,915,False,True,depressive episode,26.529004329004337
643,أشعر وكأنني أستطيع غزو العالم!,Spanish,Facebook,Manic Episode,Germany,2024-03-1 9:0,8848,2932,2781,3.259,25,Male,Mobile,Video,0.9,Very Negative,True,Influencer,Medium,Hopeless,728226,3972,3388,False,False,depressive episode,26.529004329004337
644,有时候我觉得自己消失了也没人会注意到。,Mandarin,Twitter,Depressive Episode,Brazil,2024-03-20 23:23,2645,4101,627,12.8674,17,Male,Tablet,Text,-0.57,Very Negative,True,Business,High,Energetic,797631,2207,952,True,False,depressive episode,26.529004329004337
645,"My heart is racing, I can’t breathe!",Spanish,Twitter,Anxiety Crisis,Spain,2024-03-2 18:36,1953,1432,756,0.4394,19,Other,Mobile,Link,0.87,Positive,True,Influencer,High,Excited,686523,895,715,True,True,anxiety crisis,87.38607503607504
646,I don’t see the point in continuing...,Spanish,Twitter,Suicidal Ideation,Canada,2024-03-1 5:46,2420,1180,1435,1.0159,33,Other,Desktop,Text,-0.26,Very Negative,True,Personal,High,Happy,566159,1908,3480,False,True,suicidal ideation,68.16443001443001
647,لا شيء يجلب لي السعادة بعد الآن.,Spanish,Facebook,Depressive Episode,Canada,2024-03-25 8:31,3831,3565,2209,1.4845,16,Male,Desktop,Image,0.83,Very Positive,True,Anonymous,Medium,Happy,686207,1065,389,False,False,depressive episode,26.529004329004337
648,"Everything feels amazing, I can do anything!",Mandarin,Twitter,Manic Episode,UK,2024-03-28 16:22,3330,4542,922,1.1254,38,Non-binary,Desktop,Video,-0.48,Neutral,False,Personal,Very High,Hopeless,68397,1268,2409,False,False,manic episode,76.45743145743145
649,"¡Tengo una energía increíble, no puedo parar!",Spanish,Twitter,Manic Episode,Canada,2024-03-25 5:17,3122,4438,1931,7.1522,25,Male,Mobile,Text,-0.62,Negative,True,Influencer,Low,Sad,954564,4411,1503,False,False,manic episode,79.19314574314573
650,"¡Tengo una energía increíble, no puedo parar!",English,Twitter,Manic Episode,UAE,2024-03-24 6:8,5635,4600,1382,20.5975,48,Other,Desktop,Image,0.92,Neutral,True,Influencer,Very High,Anxious,528759,1847,1750,True,False,manic episode,79.19314574314573
651,我喘不过气来了，好害怕！,English,Facebook,Anxiety Crisis,France,2024-03-14 4:34,7126,3668,831,1.2393,61,Other,Mobile,Link,-0.93,Very Negative,True,Business,High,Energetic,504773,77,1137,True,False,depressive episode,26.52900432900433
652,"I feel like I’m losing control, I’m panicking!",Spanish,Facebook,Anxiety Crisis,China,2024-03-5 23:9,6503,2401,254,1.0266,62,Male,Mobile,Video,0.39,Very Positive,True,Business,Low,Hopeless,436810,3464,3520,True,True,anxiety crisis,69.41010101010102
653,"¡Tengo una energía increíble, no puedo parar!",Mandarin,Twitter,Manic Episode,Mexico,2024-03-13 8:9,2441,2626,2889,3.1672,39,Male,Desktop,Link,-0.59,Neutral,True,Personal,Very High,Calm,951220,4702,3069,True,False,manic episode,79.19314574314573
654,我有无限的精力，今天能做任何事！,Mandarin,Twitter,Manic Episode,UAE,2024-03-22 15:28,8023,1314,1975,1.3768,28,Male,Desktop,Link,-0.36,Very Positive,True,Anonymous,Low,Hopeless,259881,4752,683,False,False,depressive episode,26.529004329004337
655,I don’t see the point in continuing...,Mandarin,Facebook,Suicidal Ideation,China,2024-03-20 1:55,2999,4160,1021,1.2169,32,Female,Mobile,Image,0.57,Very Positive,True,Business,Medium,Energetic,331937,803,812,False,False,suicidal ideation,68.16443001443001
656,"My heart is racing, I can’t breathe!",Mandarin,Twitter,Anxiety Crisis,Mexico,2024-03-26 18:52,5819,3697,2619,3.3174,31,Female,Tablet,Link,-0.64,Very Positive,False,Influencer,Very High,Excited,223678,1927,1573,True,False,anxiety crisis,87.38607503607504
657,أشعر وكأنني أستطيع غزو العالم!,Mandarin,Facebook,Manic Episode,India,2024-03-17 2:3,9806,261,647,2.4818,53,Non-binary,Desktop,Image,0.0,Neutral,True,Anonymous,High,Sad,378511,1592,2178,False,True,depressive episode,26.529004329004337
658,Nothing seems to matter anymore.,English,Twitter,Depressive Episode,France,2024-03-16 1:3,1609,2045,2290,0.9247,46,Female,Tablet,Text,0.9,Positive,True,Personal,Low,Hopeless,704677,3555,3163,True,False,depressive episode,73.04213564213565
659,"I feel like I’m losing control, I’m panicking!",Spanish,Facebook,Anxiety Crisis,USA,2024-03-23 5:30,6498,1760,737,2.0096,20,Non-binary,Tablet,Image,-0.75,Very Negative,True,Business,Very High,Anxious,493949,2498,3022,False,False,anxiety crisis,69.41010101010102
660,¡Mi ansiedad está fuera de control!,Mandarin,Twitter,Anxiety Crisis,France,2024-03-14 22:0,8549,4458,2380,2.5943,15,Female,Mobile,Video,-0.78,Positive,True,Personal,High,Happy,536607,2071,47,True,True,anxiety crisis,34.701443001443
661,¡Mi ansiedad está fuera de control!,English,Twitter,Anxiety Crisis,Canada,2024-03-17 5:32,6296,2025,601,5.5937,26,Female,Desktop,Video,-0.78,Very Positive,False,Business,Low,Energetic,985539,1753,3563,True,True,anxiety crisis,34.701443001443
662,Everything would be easier if I wasn’t here.,Arabic,Facebook,Suicidal Ideation,India,2024-03-25 13:36,2312,2446,2340,0.7436,23,Female,Mobile,Text,0.27,Positive,True,Influencer,Low,Calm,576544,1664,840,False,True,depressive episode,26.52900432900433
663,لا شيء يجلب لي السعادة بعد الآن.,Spanish,Facebook,Depressive Episode,UK,2024-03-14 10:3,31,1495,562,0.248,60,Female,Mobile,Image,0.19,Neutral,True,Anonymous,Very High,Hopeless,733150,3492,967,False,False,depressive episode,26.529004329004337
664,أشعر وكأنني أستطيع غزو العالم!,Mandarin,Twitter,Manic Episode,USA,2024-03-14 9:31,262,4613,120,0.8207,62,Male,Desktop,Text,0.56,Very Positive,True,Personal,Very High,Happy,296848,1285,2249,True,False,depressive episode,26.529004329004337
665,"I feel like I’m losing control, I’m panicking!",Arabic,Facebook,Anxiety Crisis,Brazil,2024-03-13 9:15,3592,2186,1289,2.0877,26,Male,Tablet,Image,0.94,Neutral,False,Business,High,Energetic,226456,4250,1547,False,False,anxiety crisis,69.41010101010102
666,"My heart is racing, I can’t breathe!",Mandarin,Facebook,Anxiety Crisis,USA,2024-03-5 8:29,9178,1467,770,2.2374,43,Female,Desktop,Text,0.64,Very Negative,True,Influencer,Medium,Calm,211413,1800,2876,True,False,anxiety crisis,87.38607503607504
667,"My heart is racing, I can’t breathe!",Mandarin,Twitter,Anxiety Crisis,India,2024-03-19 11:8,7991,3954,2937,2.5366,37,Female,Tablet,Video,0.7,Positive,True,Anonymous,Very High,Energetic,553943,1268,2275,False,False,anxiety crisis,87.38607503607504
668,Nothing seems to matter anymore.,Arabic,Twitter,Depressive Episode,Spain,2024-03-19 9:47,8197,2140,2691,36.3911,65,Male,Mobile,Video,0.22,Negative,True,Business,Medium,Energetic,183959,4585,1271,True,True,depressive episode,73.04213564213565
669,I don’t see the point in continuing...,English,Facebook,Suicidal Ideation,USA,2024-03-21 18:49,8602,4515,2304,2.2595,20,Female,Desktop,Video,-0.69,Very Positive,False,Influencer,Medium,Energetic,305490,4948,3328,True,False,suicidal ideation,68.16443001443001
670,أشعر وكأنني أستطيع غزو العالم!,Mandarin,Twitter,Manic Episode,Mexico,2024-03-27 17:1,3231,3104,658,1.3479,62,Other,Mobile,Text,-0.27,Positive,True,Business,Very High,Happy,446642,452,2383,False,False,depressive episode,26.529004329004337
671,"I feel like I’m losing control, I’m panicking!",Mandarin,Twitter,Anxiety Crisis,USA,2024-03-4 18:41,9484,1725,2929,30.4698,57,Female,Tablet,Video,-0.99,Very Positive,True,Personal,High,Anxious,607617,31,2637,False,True,anxiety crisis,69.41010101010102
672,Nothing seems to matter anymore.,Mandarin,Twitter,Depressive Episode,Canada,2024-03-23 13:4,5420,3126,557,1.4356,68,Other,Mobile,Image,-0.16,Very Negative,True,Influencer,Low,Happy,989873,134,3079,True,True,depressive episode,73.04213564213563
673,لا شيء يجلب لي السعادة بعد الآن.,Spanish,Facebook,Depressive Episode,UK,2024-03-27 20:24,1442,3272,2348,2.4402,47,Other,Mobile,Text,-0.05,Very Positive,False,Personal,Medium,Calm,262646,1719,1458,False,True,depressive episode,26.529004329004337
674,"¡Tengo una energía increíble, no puedo parar!",English,Facebook,Manic Episode,USA,2024-03-2 18:38,557,3149,255,0.5766,51,Non-binary,Tablet,Link,-0.65,Neutral,True,Business,Low,Anxious,683525,776,1354,False,False,manic episode,79.19314574314573
675,أشعر وكأنني أستطيع غزو العالم!,Arabic,Twitter,Manic Episode,Brazil,2024-03-4 10:5,7555,2366,1023,3.0613,24,Female,Tablet,Link,0.27,Neutral,False,Business,High,Energetic,468432,1811,2853,True,True,depressive episode,26.529004329004337
676,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,English,Twitter,Anxiety Crisis,India,2024-03-17 1:44,181,1028,1510,0.5144,68,Non-binary,Mobile,Link,-0.12,Neutral,True,Influencer,Very High,Anxious,387443,1121,3417,False,True,depressive episode,26.529004329004337
677,I don’t see the point in continuing...,Arabic,Twitter,Suicidal Ideation,Spain,2024-03-15 6:29,7692,3188,2312,3.0967,25,Female,Desktop,Text,0.61,Negative,False,Influencer,Very High,Excited,167793,4180,3646,True,False,suicidal ideation,68.16443001443001
678,Everything would be easier if I wasn’t here.,Spanish,Facebook,Suicidal Ideation,USA,2024-03-3 8:6,5805,4453,1097,1.7504,62,Female,Desktop,Text,0.2,Neutral,False,Personal,Medium,Calm,978813,2126,503,False,False,depressive episode,26.529004329004337
679,我有无限的精力，今天能做任何事！,Spanish,Twitter,Manic Episode,Australia,2024-03-4 14:24,3130,1738,2225,2.1435,31,Male,Desktop,Image,0.87,Very Positive,False,Personal,High,Sad,14659,518,2604,False,False,depressive episode,26.529004329004337
680,有时候我想结束一切。,Arabic,Facebook,Suicidal Ideation,India,2024-03-24 20:25,2376,40,121,0.4828,37,Male,Desktop,Video,-0.12,Very Positive,False,Influencer,High,Calm,346729,4096,1166,True,False,depressive episode,26.529004329004337
681,¡Mi ansiedad está fuera de control!,English,Facebook,Anxiety Crisis,USA,2024-03-15 8:19,6398,2397,756,1.0914,30,Other,Desktop,Text,0.13,Neutral,False,Influencer,High,Sad,672725,304,107,False,False,anxiety crisis,34.701443001443
682,Ojalá pudiera desaparecer para siempre.,Spanish,Facebook,Suicidal Ideation,India,2024-03-23 5:14,2125,4447,1971,3.1972,33,Non-binary,Mobile,Video,0.59,Neutral,True,Personal,Medium,Hopeless,544055,3773,875,False,False,suicidal ideation,71.68470418470419
683,Everything would be easier if I wasn’t here.,Mandarin,Facebook,Suicidal Ideation,Canada,2024-03-19 14:10,7583,3592,1969,2.9157,32,Other,Tablet,Text,-0.95,Neutral,False,Business,Very High,Sad,895749,1687,362,True,True,depressive episode,26.529004329004337
684,Nothing seems to matter anymore.,Arabic,Facebook,Depressive Episode,Brazil,2024-03-13 4:5,727,3316,2721,4.8142,22,Male,Mobile,Link,0.28,Positive,True,Personal,Very High,Happy,761219,824,1302,False,False,depressive episode,73.04213564213565
685,I feel hopeless and alone...,Arabic,Twitter,Depressive Episode,USA,2024-03-6 1:20,3075,3906,50,2.7147,23,Non-binary,Mobile,Video,-0.41,Very Negative,False,Business,High,Excited,767001,3148,1327,False,True,anxiety crisis,29.874458874458874
686,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Mandarin,Twitter,Anxiety Crisis,Japan,2024-03-5 9:35,4709,1349,2401,1.5685,47,Other,Desktop,Image,-0.28,Neutral,False,Personal,Very High,Hopeless,988134,599,1424,False,False,depressive episode,26.529004329004337
687,我喘不过气来了，好害怕！,Mandarin,Twitter,Anxiety Crisis,Australia,2024-03-7 18:1,1339,4980,1300,5.2509,52,Other,Mobile,Text,0.68,Positive,True,Anonymous,Very High,Sad,631727,864,1626,False,False,depressive episode,26.529004329004337
